,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
262,23,Female,High School,91886.0,1.0,Rent,23095,Debtconsolidation,16.02,0.27,4.0,544.0,No,1
263,23,Male,Associate,80452.0,2.0,Rent,23095,Medical,15.37,0.31,2.0,699.0,No,1
264,25,Female,Bachelor,108758.0,2.0,Rent,23095,Medical,10.99,0.23,4.0,611.0,No,0
265,21,Male,Associate,18916.0,0.0,Own,6200,Homeimprovement,7.9,0.33,2.0,615.0,No,1
266,26,Female,High School,168663.5,5.0,Own,23095,Personal,10.99,0.12,4.0,559.0,Yes,0
267,24,Female,High School,168663.5,0.0,Own,21000,Education,11.48,0.1,3.0,577.0,Yes,0
268,25,Male,High School,168663.5,1.0,Own,20000,Medical,14.26,0.09,4.0,657.0,Yes,0
269,26,Male,Associate,168663.5,5.0,Own,10000,Homeimprovement,8.0,0.05,4.0,676.0,Yes,0
270,25,Male,Bachelor,168663.5,0.0,Mortgage,9950,Venture,11.26,0.05,2.0,601.0,No,0
271,23,Female,Master,19000.0,2.0,Own,4475,Medical,11.01,0.24,4.0,647.0,No,1
272,23,Female,Master,94363.0,0.0,Rent,23095,Venture,16.32,0.26,3.0,576.0,No,1
273,25,Male,Master,80570.0,3.0,Rent,23095,Medical,17.93,0.31,4.0,612.0,No,1
274,23,Male,Bachelor,109167.0,0.0,Rent,23095,Debtconsolidation,11.36,0.23,3.0,678.0,No,0
275,24,Female,Associate,95753.0,1.0,Rent,23095,Debtconsolidation,14.96,0.26,4.0,542.0,No,1
276,24,Female,Associate,110935.0,1.0,Rent,23095,Personal,13.43,0.23,3.0,709.0,Yes,0
277,25,Male,Associate,111490.0,2.0,Rent,23095,Homeimprovement,12.69,0.22,3.0,622.0,Yes,0
278,24,Male,Associate,111729.0,4.0,Rent,23095,Venture,12.73,0.22,4.0,642.0,Yes,0
279,23,Female,High School,113396.0,0.0,Rent,23095,Venture,15.21,0.22,4.0,660.0,No,0
280,23,Female,Bachelor,19175.0,1.0,Mortgage,1750,Medical,12.68,0.09,3.0,587.0,Yes,0
281,23,Female,High School,85787.0,0.0,Rent,23095,Medical,19.04,0.29,4.0,646.0,No,1
282,25,Female,Master,102114.0,7.0,Rent,23095,Debtconsolidation,15.95,0.24,3.0,637.0,No,1
283,26,Male,Bachelor,168663.5,5.0,Mortgage,2600,Venture,8.9,0.01,4.0,718.0,No,0
284,25,Male,Master,168663.5,4.0,Mortgage,8000,Homeimprovement,7.9,0.04,2.0,588.0,Yes,0
285,22,Male,Associate,168663.5,0.0,Mortgage,18000,Education,11.01,0.09,2.0,652.0,No,0
286,23,Male,Bachelor,168663.5,0.0,Mortgage,21000,Personal,11.99,0.1,3.0,620.0,Yes,0
287,23,Male,High School,19062.0,2.0,Own,4000,Debtconsolidation,13.98,0.21,4.0,667.0,No,1
288,23,Female,Associate,18926.0,0.0,Own,4600,Venture,10.99,0.24,2.0,688.0,No,1
289,22,Male,Associate,106694.0,0.0,Rent,23095,Debtconsolidation,15.58,0.23,2.0,667.0,No,1
290,25,Male,Master,90718.0,4.0,Rent,23095,Medical,10.99,0.28,2.0,692.0,No,1
291,25,Male,Bachelor,106668.0,1.0,Rent,23095,Venture,14.96,0.23,4.0,562.0,No,1
292,25,Male,High School,19158.0,4.0,Own,1750,Homeimprovement,15.31,0.09,4.0,625.0,Yes,0
293,26,Male,High School,106419.0,5.0,Rent,23095,Venture,15.65,0.23,3.0,649.0,No,1
294,25,Female,High School,120696.0,3.0,Rent,23095,Venture,9.33,0.21,4.0,545.0,Yes,0
295,23,Male,High School,19065.0,3.0,Mortgage,3600,Personal,13.47,0.19,4.0,540.0,No,1
296,24,Female,Associate,124083.0,0.0,Rent,23095,Personal,10.36,0.2,3.0,637.0,Yes,0
297,24,Male,Associate,111673.0,4.0,Rent,23095,Homeimprovement,16.77,0.22,4.0,600.0,No,1
298,23,Male,High School,112633.0,1.0,Rent,23095,Debtconsolidation,14.59,0.22,2.0,633.0,No,1
299,22,Male,High School,168663.5,0.0,Rent,3500,Venture,11.91,0.02,2.0,588.0,No,0
300,23,Female,Associate,168663.5,2.0,Mortgage,7200,Education,8.38,0.03,3.0,624.0,Yes,0
301,25,Male,High School,168663.5,7.0,Rent,9000,Venture,10.59,0.04,3.0,525.0,Yes,0
302,25,Male,High School,168663.5,3.0,Mortgage,8800,Debtconsolidation,14.27,0.04,3.0,616.0,Yes,0
303,26,Female,Master,168663.5,3.0,Rent,12000,Debtconsolidation,12.53,0.06,4.0,675.0,No,0
304,25,Female,Associate,168663.5,1.0,Mortgage,23095,Debtconsolidation,16.0,0.13,3.0,662.0,No,1
305,26,Male,Master,168663.5,2.0,Mortgage,10000,Venture,11.71,0.05,4.0,585.0,Yes,0
306,21,Male,Master,18773.0,0.0,Own,3175,Homeimprovement,11.54,0.17,3.0,686.0,No,1
307,25,Female,Bachelor,116439.0,2.0,Rent,23095,Homeimprovement,15.68,0.21,4.0,595.0,No,1
308,21,Female,Associate,19169.0,2.0,Mortgage,1500,Education,10.59,0.08,2.0,537.0,Yes,0
309,24,Female,High School,118417.0,0.0,Rent,23095,Homeimprovement,12.61,0.21,2.0,625.0,No,1
310,26,Female,High School,133476.0,0.0,Rent,23095,Personal,11.01,0.19,2.0,641.0,Yes,0
311,23,Female,Associate,19312.0,4.0,Mortgage,2800,Personal,8.49,0.14,3.0,661.0,No,1
312,25,Male,High School,168663.5,1.0,Rent,23095,Personal,17.27,0.16,4.0,577.0,No,1
313,24,Male,Bachelor,168663.5,4.0,Rent,18000,Debtconsolidation,8.9,0.09,4.0,537.0,Yes,0
314,25,Female,High School,168663.5,6.0,Mortgage,10000,Medical,11.11,0.05,4.0,646.0,Yes,0
315,24,Male,High School,168663.5,1.0,Rent,23095,Homeimprovement,14.59,0.13,2.0,653.0,No,1
316,26,Female,Associate,168663.5,3.0,Rent,13000,Venture,12.42,0.06,3.0,654.0,No,0
317,24,Male,Associate,100758.0,0.0,Rent,23095,Medical,11.01,0.25,2.0,635.0,No,1
318,24,Female,Master,133231.0,3.0,Rent,23095,Homeimprovement,15.7,0.19,2.0,675.0,Yes,0
319,22,Female,Master,18923.0,0.0,Own,2500,Homeimprovement,12.53,0.13,3.0,618.0,No,1
320,25,Female,Master,161894.0,0.0,Rent,5000,Medical,16.49,0.03,2.0,609.0,No,1
321,25,Female,Bachelor,168663.5,0.0,Mortgage,20000,Education,7.49,0.1,2.0,545.0,Yes,0
322,22,Female,High School,121617.0,2.0,Rent,23095,Debtconsolidation,14.96,0.21,2.0,629.0,No,1
323,25,Male,Associate,136206.0,6.0,Rent,23095,Medical,12.73,0.18,4.0,539.0,No,0
324,24,Male,Master,144915.0,4.0,Rent,23095,Education,10.65,0.17,4.0,593.0,Yes,0
325,25,Female,High School,145233.0,3.0,Rent,23095,Medical,10.74,0.17,2.0,683.0,No,0
326,23,Male,Bachelor,145002.0,1.0,Rent,23095,Education,9.99,0.17,2.0,670.0,Yes,0
327,24,Male,Master,110953.0,0.0,Rent,23095,Medical,15.33,0.23,2.0,662.0,No,1
328,21,Female,High School,19414.0,2.0,Own,1000,Venture,7.29,0.05,4.0,681.0,Yes,0
329,26,Male,High School,130096.0,1.0,Rent,23095,Personal,15.05,0.19,3.0,636.0,No,1
330,26,Male,Master,157292.0,0.0,Rent,23095,Personal,10.75,0.16,3.0,677.0,Yes,0
331,23,Female,Bachelor,156995.0,3.0,Rent,23095,Education,16.02,0.16,2.0,656.0,Yes,0
332,23,Female,Associate,156952.0,0.0,Rent,23095,Venture,11.49,0.16,4.0,674.0,Yes,0
333,25,Female,Associate,168663.5,6.0,Own,20000,Education,12.53,0.1,4.0,587.0,No,0
334,26,Female,Bachelor,168663.5,2.0,Mortgage,12000,Venture,13.57,0.06,2.0,658.0,No,0
335,22,Male,High School,168663.5,4.0,Rent,14000,Personal,11.14,0.07,3.0,581.0,Yes,0
336,26,Male,High School,168663.5,3.0,Rent,23095,Medical,12.87,0.12,3.0,606.0,Yes,0
337,23,Female,Associate,168663.5,0.0,Rent,20000,Education,11.58,0.1,3.0,648.0,No,0
338,24,Female,Associate,168663.5,3.0,Rent,1800,Homeimprovement,11.12,0.01,3.0,563.0,Yes,0
339,25,Female,Master,168663.5,1.0,Mortgage,23095,Personal,10.65,0.17,2.0,589.0,Yes,0
340,24,Male,Associate,161487.0,1.0,Rent,23095,Debtconsolidation,10.37,0.15,2.0,641.0,No,0
341,24,Male,Associate,19677.0,3.0,Own,3300,Homeimprovement,6.39,0.17,4.0,637.0,No,1
342,24,Male,High School,161952.0,2.0,Rent,23095,Personal,16.07,0.15,3.0,578.0,Yes,0
343,25,Female,Bachelor,161560.0,0.0,Rent,23095,Medical,10.62,0.15,2.0,660.0,Yes,0
344,25,Male,High School,19423.0,3.0,Own,3200,Venture,18.09,0.16,2.0,586.0,No,1
345,25,Male,Associate,163134.0,5.0,Rent,23095,Education,11.36,0.15,4.0,567.0,Yes,0
346,26,Female,Bachelor,163683.0,5.0,Rent,23095,Debtconsolidation,12.53,0.15,4.0,582.0,Yes,0
347,25,Female,Bachelor,168663.5,3.0,Rent,23095,Education,9.99,0.14,4.0,712.0,Yes,0
348,23,Male,High School,168663.5,4.0,Rent,23095,Education,10.36,0.14,3.0,674.0,No,0
349,23,Female,Master,168663.5,0.0,Mortgage,9600,Education,5.99,0.05,3.0,532.0,Yes,0
350,22,Female,Master,168663.5,1.0,Mortgage,23095,Debtconsolidation,15.62,0.13,2.0,670.0,No,1
351,24,Male,Master,168663.5,6.0,Mortgage,20000,Personal,10.37,0.1,4.0,658.0,No,0
352,25,Male,Associate,168663.5,0.0,Mortgage,23095,Homeimprovement,19.59,0.13,4.0,669.0,No,0
353,21,Male,Bachelor,168663.5,0.0,Mortgage,20000,Education,6.91,0.1,4.0,681.0,Yes,0
354,23,Male,Associate,20044.0,3.0,Own,6000,Medical,7.9,0.3,2.0,618.0,No,1
355,23,Female,Bachelor,20401.0,4.0,Mortgage,2275,Debtconsolidation,13.06,0.11,4.0,573.0,Yes,0
356,23,Female,High School,19859.0,0.0,Own,2000,Personal,6.39,0.1,3.0,497.5,Yes,0
357,23,Male,Master,168663.5,2.0,Rent,23095,Debtconsolidation,14.93,0.14,3.0,590.0,No,1
358,23,Female,High School,20421.0,0.0,Mortgage,5600,Medical,12.84,0.27,4.0,587.0,No,1
359,24,Male,Master,20353.0,2.0,Own,3625,Venture,17.14,0.18,2.0,648.0,No,1
360,22,Male,Master,20297.0,0.0,Mortgage,5500,Venture,7.14,0.27,3.0,687.0,No,1
361,25,Male,Bachelor,168663.5,0.0,Rent,23095,Personal,8.9,0.12,2.0,621.0,No,0
362,22,Female,High School,20405.0,0.0,Own,2000,Personal,12.42,0.1,3.0,590.0,Yes,0
363,24,Male,Associate,168663.5,0.0,Rent,23095,Homeimprovement,12.68,0.11,2.0,676.0,Yes,0
364,25,Female,Associate,168663.5,0.0,Rent,23095,Personal,11.03,0.13,2.0,677.0,Yes,0
365,26,Male,Bachelor,168663.5,6.0,Rent,23095,Venture,7.9,0.15,4.0,651.0,Yes,0
366,22,Male,High School,168663.5,0.0,Mortgage,23095,Medical,10.65,0.18,4.0,602.0,Yes,0
367,25,Male,High School,168663.5,2.0,Rent,23095,Venture,11.86,0.09,4.0,652.0,No,0
368,25,Male,Associate,20221.0,5.0,Own,5000,Personal,8.94,0.25,4.0,572.0,No,1
369,23,Male,Bachelor,20678.0,0.0,Own,4375,Venture,9.63,0.21,4.0,528.0,No,1
370,25,Female,High School,60742.0,3.0,Rent,23095,Personal,14.22,0.37,3.0,638.0,No,1
371,23,Female,High School,72805.0,2.0,Rent,23095,Debtconsolidation,9.33,0.34,3.0,655.0,No,1
372,24,Male,Master,102011.0,3.0,Rent,23095,Medical,13.85,0.24,4.0,627.0,Yes,0
373,22,Male,High School,20896.0,0.0,Mortgage,2000,Education,10.65,0.1,2.0,596.0,No,0
374,24,Female,Bachelor,111283.0,0.0,Rent,23095,Medical,11.46,0.22,4.0,694.0,No,0
375,23,Female,Associate,168663.5,0.0,Mortgage,23095,Personal,7.66,0.18,2.0,684.0,Yes,0
376,24,Female,Bachelor,168663.5,0.0,Mortgage,12000,Venture,16.77,0.06,4.0,547.0,No,0
377,25,Female,Bachelor,168663.5,0.0,Mortgage,12000,Personal,9.63,0.06,4.0,586.0,Yes,0
378,26,Female,Bachelor,168663.5,5.0,Rent,23095,Personal,12.23,0.13,4.0,694.0,No,0
379,25,Male,Master,152227.0,2.0,Mortgage,10000,Medical,14.09,0.07,4.0,639.0,No,1
380,25,Female,Bachelor,65399.0,0.0,Rent,23095,Personal,13.98,0.37,4.0,663.0,No,1
381,23,Female,High School,75928.0,4.0,Rent,23095,Education,10.62,0.32,4.0,528.0,No,1
382,24,Male,Bachelor,21627.0,0.0,Mortgage,3900,Debtconsolidation,11.01,0.18,3.0,636.0,No,1
383,25,Male,High School,83235.0,3.0,Rent,23095,Personal,17.56,0.29,4.0,603.0,No,1
384,26,Male,High School,68297.0,3.0,Rent,23095,Medical,14.96,0.36,2.0,507.0,No,1
385,22,Male,Master,89977.0,3.0,Rent,23095,Debtconsolidation,15.65,0.27,2.0,692.0,No,1
386,24,Female,Associate,79510.0,2.0,Rent,23095,Medical,15.7,0.3,2.0,604.0,No,1
387,24,Female,Bachelor,109050.0,5.0,Rent,23095,Venture,12.53,0.22,3.0,622.0,No,0
388,26,Female,Bachelor,94635.0,2.0,Rent,23095,Homeimprovement,17.56,0.26,3.0,643.0,No,1
389,23,Male,High School,120966.0,0.0,Rent,23095,Personal,12.87,0.2,2.0,565.0,No,0
390,23,Male,Master,124437.0,0.0,Rent,23095,Personal,15.7,0.19,2.0,718.0,Yes,0
391,25,Male,Bachelor,168663.5,3.0,Mortgage,9000,Education,11.01,0.05,3.0,625.0,Yes,0
392,25,Male,Bachelor,168663.5,0.0,Own,15000,Venture,11.14,0.08,4.0,614.0,Yes,0
393,24,Female,Bachelor,168663.5,2.0,Mortgage,20000,Venture,16.0,0.1,3.0,690.0,Yes,0
394,23,Male,High School,168663.5,0.0,Mortgage,23095,Education,15.65,0.13,2.0,564.0,Yes,0
395,26,Female,Associate,168663.5,5.0,Mortgage,13750,Debtconsolidation,11.01,0.07,4.0,579.0,Yes,0
396,21,Female,High School,168663.5,1.0,Mortgage,15250,Venture,15.31,0.08,4.0,648.0,No,0
397,25,Male,Master,168663.5,3.0,Mortgage,20000,Venture,13.47,0.1,2.0,531.0,Yes,0
398,22,Male,Associate,21205.0,0.0,Mortgage,4750,Homeimprovement,13.85,0.22,2.0,658.0,No,1
399,25,Female,Bachelor,135292.0,3.0,Rent,23095,Personal,11.01,0.18,3.0,574.0,No,0
400,21,Male,High School,21363.0,2.0,Mortgage,6000,Venture,10.39,0.28,4.0,671.0,No,1
401,25,Male,High School,139035.0,7.0,Rent,23095,Homeimprovement,11.36,0.17,2.0,633.0,No,0
402,23,Male,High School,168663.5,0.0,Rent,23095,Education,11.83,0.14,3.0,631.0,Yes,0
403,23,Male,Associate,168663.5,0.0,Rent,23095,Education,12.53,0.07,3.0,652.0,Yes,0
404,22,Female,Bachelor,130762.0,3.0,Rent,23095,Homeimprovement,14.96,0.18,3.0,683.0,No,1
405,22,Female,Bachelor,52596.0,0.0,Rent,23095,Debtconsolidation,13.85,0.37,3.0,693.0,No,1
406,23,Female,Bachelor,57326.0,2.0,Rent,23095,Venture,11.58,0.37,4.0,603.0,No,1
407,24,Female,High School,58262.0,1.0,Rent,23095,Venture,16.29,0.37,2.0,522.0,No,1
408,26,Female,High School,58620.0,4.0,Rent,23095,Medical,11.01,0.37,3.0,664.0,No,1
409,21,Female,Master,55113.0,0.0,Rent,23095,Education,16.29,0.37,2.0,645.0,No,1
410,25,Male,Bachelor,63361.0,2.0,Rent,23095,Personal,10.74,0.37,2.0,592.0,No,1
411,22,Female,Associate,22107.0,4.0,Mortgage,2250,Education,15.27,0.1,3.0,636.0,Yes,0
412,24,Female,Bachelor,57356.0,3.0,Rent,23095,Personal,17.8,0.37,2.0,672.0,No,1
413,22,Female,Bachelor,21790.0,0.0,Mortgage,1000,Venture,11.36,0.05,2.0,686.0,Yes,0
414,22,Female,High School,59680.0,0.0,Rent,23095,Medical,17.56,0.37,4.0,590.0,No,1
415,26,Female,Master,72720.0,2.0,Rent,23095,Personal,7.9,0.33,4.0,636.0,No,1
416,25,Female,High School,73024.0,5.0,Rent,23095,Personal,10.99,0.33,4.0,580.0,No,1
417,22,Male,Bachelor,73110.0,0.0,Rent,23095,Personal,7.29,0.33,3.0,674.0,No,1
418,21,Female,Associate,72902.0,0.0,Rent,23095,Medical,10.75,0.33,2.0,601.0,No,1
419,26,Female,High School,75416.0,4.0,Rent,23095,Debtconsolidation,7.9,0.32,3.0,620.0,No,1
420,22,Male,Master,75959.0,0.0,Rent,23095,Education,14.84,0.32,2.0,642.0,No,1
421,26,Male,Associate,79222.0,7.0,Rent,23095,Debtconsolidation,11.01,0.3,2.0,616.0,No,1
422,22,Female,Associate,21824.0,0.0,Mortgage,4975,Education,11.01,0.23,3.0,588.0,No,1
423,23,Male,High School,71875.0,1.0,Rent,23095,Debtconsolidation,19.59,0.33,2.0,585.0,No,1
424,23,Male,Bachelor,80313.0,1.0,Rent,23095,Venture,11.01,0.3,4.0,632.0,No,1
425,24,Male,High School,72647.0,5.0,Rent,23095,Venture,14.96,0.33,4.0,556.0,No,1
426,25,Male,Bachelor,80492.0,4.0,Rent,23095,Education,6.99,0.3,3.0,602.0,No,1
427,22,Male,High School,75646.0,0.0,Rent,23095,Personal,16.45,0.32,4.0,639.0,No,1
428,24,Male,Associate,85223.0,3.0,Rent,23095,Education,10.99,0.28,4.0,603.0,No,1
429,23,Male,Associate,89735.0,2.0,Rent,23095,Debtconsolidation,10.99,0.27,2.0,689.0,No,1
430,22,Male,High School,22364.0,4.0,Own,3000,Personal,7.9,0.13,4.0,672.0,No,1
431,22,Female,Master,90780.0,2.0,Rent,23095,Education,12.69,0.26,4.0,499.0,No,1
432,24,Male,Bachelor,90889.0,1.0,Rent,23095,Medical,10.37,0.26,3.0,643.0,No,1
433,24,Male,Bachelor,90911.0,2.0,Rent,23095,Homeimprovement,11.01,0.26,3.0,589.0,No,1
434,26,Male,Master,83953.0,2.0,Rent,23095,Debtconsolidation,15.83,0.29,3.0,646.0,No,1
435,23,Male,Associate,94644.0,1.0,Rent,23095,Personal,13.92,0.25,3.0,613.0,No,1
436,22,Female,High School,22616.0,0.0,Own,2000,Venture,11.49,0.09,3.0,567.0,No,0
437,24,Female,Bachelor,96989.0,4.0,Rent,23095,Medical,10.25,0.25,2.0,603.0,No,0
438,22,Female,Associate,22867.0,3.0,Own,3500,Homeimprovement,7.49,0.15,4.0,647.0,No,1
439,23,Female,Master,22583.0,1.0,Own,4000,Education,5.99,0.18,2.0,645.0,No,1
440,23,Female,Bachelor,90900.0,0.0,Rent,23095,Personal,12.92,0.26,2.0,672.0,No,1
441,26,Female,Master,107641.0,6.0,Rent,23095,Personal,11.58,0.22,3.0,648.0,No,0
442,25,Male,High School,114870.0,4.0,Rent,23095,Education,8.9,0.21,2.0,653.0,No,0
443,22,Male,Bachelor,100479.0,0.0,Rent,23095,Debtconsolidation,19.59,0.24,3.0,590.0,No,1
444,25,Female,Master,114958.0,2.0,Rent,23095,Venture,6.54,0.21,4.0,704.0,Yes,0
445,21,Female,Master,22882.0,0.0,Own,4900,Homeimprovement,14.54,0.21,4.0,674.0,No,1
446,21,Female,Bachelor,22392.0,0.0,Own,5000,Education,11.11,0.22,2.0,594.0,No,1
447,26,Female,High School,120498.0,5.0,Rent,23095,Personal,12.73,0.2,4.0,626.0,No,0
448,24,Female,Master,132873.0,2.0,Rent,23095,Venture,15.62,0.18,4.0,701.0,Yes,0
449,24,Male,Associate,22635.0,3.0,Own,6250,Homeimprovement,6.54,0.28,4.0,602.0,No,1
450,22,Female,Associate,118299.0,0.0,Rent,23095,Debtconsolidation,11.01,0.2,2.0,503.0,No,1
451,26,Female,Associate,125665.0,5.0,Rent,23095,Debtconsolidation,19.59,0.19,4.0,657.0,No,1
452,22,Female,High School,144904.0,0.0,Rent,23095,Education,9.91,0.17,4.0,638.0,No,0
453,24,Female,Bachelor,144882.0,2.0,Rent,23095,Venture,12.69,0.17,4.0,646.0,Yes,0
454,26,Male,Associate,130649.0,4.0,Rent,23095,Education,19.59,0.18,3.0,678.0,No,1
455,24,Male,Master,149622.0,4.0,Rent,23095,Personal,16.49,0.16,4.0,684.0,Yes,0
456,23,Male,Bachelor,22957.0,1.0,Mortgage,2500,Medical,15.95,0.11,2.0,594.0,No,1
457,24,Male,Master,157225.0,1.0,Rent,23095,Debtconsolidation,11.49,0.15,3.0,538.0,Yes,0
458,25,Female,Bachelor,163004.0,3.0,Rent,23095,Personal,10.99,0.15,2.0,662.0,No,0
459,24,Male,High School,163035.0,2.0,Rent,23095,Homeimprovement,13.79,0.15,2.0,636.0,Yes,0
460,23,Male,Master,138731.0,0.0,Rent,23095,Medical,19.59,0.17,3.0,613.0,No,1
461,23,Female,Associate,168663.5,1.0,Rent,23095,Education,7.49,0.13,4.0,573.0,Yes,0
462,23,Male,Master,166378.0,0.0,Rent,23095,Debtconsolidation,16.0,0.14,2.0,714.0,No,1
463,24,Male,Associate,22684.0,0.0,Own,13000,Personal,7.88,0.37,3.0,640.0,No,1
464,21,Male,Bachelor,22366.0,0.0,Own,6250,Venture,10.62,0.28,4.0,637.0,No,1
465,26,Female,High School,168663.5,7.0,Rent,23095,Debtconsolidation,10.99,0.13,4.0,633.0,Yes,0
466,26,Male,Bachelor,168663.5,0.0,Rent,23095,Education,18.3,0.13,2.0,615.0,No,1
467,26,Male,Bachelor,168663.5,2.0,Rent,23095,Debtconsolidation,11.01,0.12,2.0,552.0,Yes,0
468,21,Male,Bachelor,22673.0,0.0,Own,2500,Personal,11.36,0.11,3.0,670.0,Yes,0
469,24,Male,Associate,53633.0,4.0,Rent,23095,Homeimprovement,11.01,0.37,2.0,678.0,No,1
470,23,Female,Master,144983.0,2.0,Rent,23095,Medical,13.47,0.16,2.0,676.0,No,0
471,24,Female,High School,67032.0,2.0,Rent,23095,Personal,11.89,0.35,3.0,624.0,No,1
472,24,Male,High School,22664.0,0.0,Mortgage,10000,Debtconsolidation,12.18,0.37,2.0,649.0,No,1
473,25,Male,High School,123299.0,0.0,Rent,23095,Debtconsolidation,13.49,0.19,4.0,555.0,Yes,0
474,23,Female,Associate,91275.0,0.0,Rent,23095,Personal,14.5,0.26,4.0,613.0,No,1
475,22,Male,Bachelor,22564.0,1.0,Own,4000,Medical,11.01,0.18,2.0,684.0,No,1
476,22,Male,Bachelor,22786.0,0.0,Own,5400,Medical,15.31,0.24,2.0,647.0,No,1
477,25,Male,High School,22450.0,4.0,Mortgage,4000,Medical,11.01,0.18,3.0,580.0,No,1
478,21,Female,Bachelor,22666.0,0.0,Own,3375,Venture,11.01,0.15,2.0,630.0,No,1
479,22,Male,Bachelor,81701.0,1.0,Rent,23095,Venture,7.49,0.29,2.0,589.0,No,1
480,22,Male,High School,52984.0,0.0,Rent,23000,Personal,11.01,0.37,3.0,621.0,No,1
481,25,Female,Master,68579.0,1.0,Rent,23000,Education,11.01,0.34,2.0,665.0,No,1
482,23,Female,Bachelor,73014.0,0.0,Rent,23000,Venture,12.18,0.32,4.0,668.0,No,1
483,24,Female,Bachelor,22608.0,2.0,Mortgage,1200,Venture,11.34,0.05,4.0,615.0,Yes,0
484,25,Female,High School,76932.0,2.0,Rent,23000,Education,9.91,0.3,3.0,604.0,No,1
485,24,Male,High School,78955.0,1.0,Rent,23000,Homeimprovement,11.99,0.29,4.0,620.0,No,1
486,23,Male,Master,82567.0,0.0,Rent,23000,Education,9.62,0.28,2.0,558.0,No,1
487,22,Male,Bachelor,22466.0,0.0,Own,3000,Debtconsolidation,9.96,0.13,3.0,603.0,No,1
488,25,Male,Bachelor,97251.0,2.0,Rent,23000,Venture,11.01,0.24,2.0,683.0,Yes,0
489,24,Male,Associate,106607.0,1.0,Rent,23000,Venture,14.54,0.22,2.0,641.0,No,1
490,22,Male,Bachelor,71385.0,0.0,Rent,22750,Medical,11.36,0.32,4.0,521.0,No,1
491,23,Female,Bachelor,84865.0,3.0,Rent,22500,Debtconsolidation,14.27,0.27,2.0,655.0,No,1
492,24,Male,Bachelor,22789.0,1.0,Own,3000,Homeimprovement,11.99,0.13,3.0,663.0,No,1
493,26,Female,Bachelor,84801.0,4.0,Rent,22500,Education,18.99,0.27,2.0,605.0,No,1
494,24,Male,Bachelor,88421.0,4.0,Rent,22400,Venture,16.7,0.25,4.0,708.0,No,1
495,24,Male,High School,23071.0,3.0,Mortgage,5000,Personal,9.32,0.22,3.0,571.0,No,1
496,23,Male,Bachelor,43042.0,1.0,Rent,22250,Debtconsolidation,12.69,0.37,3.0,678.0,No,1
497,25,Female,High School,53119.0,1.0,Rent,22000,Homeimprovement,13.11,0.37,2.0,597.0,No,1
498,25,Male,Bachelor,63311.0,1.0,Rent,22000,Personal,10.74,0.35,2.0,689.0,No,1
499,21,Male,Bachelor,23597.0,0.0,Mortgage,4200,Personal,14.11,0.18,4.0,675.0,No,1
500,22,Female,High School,69308.0,1.0,Rent,22000,Education,9.63,0.32,3.0,591.0,No,1
501,25,Female,High School,70598.0,5.0,Rent,22000,Medical,14.65,0.31,2.0,616.0,No,1
502,23,Female,High School,73044.0,0.0,Rent,22000,Debtconsolidation,10.25,0.3,4.0,640.0,No,1
503,24,Male,Bachelor,73043.0,0.0,Rent,22000,Venture,14.26,0.3,2.0,593.0,No,1
504,25,Female,Bachelor,23627.0,4.0,Mortgage,3000,Education,9.91,0.13,2.0,649.0,No,1
505,26,Male,Bachelor,68198.0,4.0,Rent,22000,Medical,17.19,0.32,3.0,645.0,No,1
506,22,Female,High School,85089.0,0.0,Rent,22000,Education,11.36,0.26,4.0,537.0,No,1
507,22,Female,Bachelor,80358.0,0.0,Rent,22000,Education,11.01,0.27,2.0,635.0,No,1
508,23,Female,Bachelor,90025.0,0.0,Rent,22000,Debtconsolidation,10.59,0.24,3.0,640.0,Yes,0
509,24,Female,Master,93232.0,2.0,Rent,22000,Education,9.25,0.24,2.0,625.0,No,0
510,22,Female,Master,23497.0,0.0,Own,3625,Medical,8.49,0.15,3.0,557.0,No,1
511,26,Male,Associate,93314.0,8.0,Rent,22000,Venture,6.54,0.24,3.0,643.0,No,0
512,21,Female,Associate,23543.0,0.0,Own,6000,Medical,8.49,0.25,3.0,631.0,No,1
513,24,Male,Bachelor,97038.0,0.0,Rent,22000,Medical,11.01,0.23,4.0,653.0,Yes,0
514,26,Female,Associate,100246.0,1.0,Rent,22000,Venture,12.69,0.22,2.0,623.0,Yes,0
515,24,Female,Bachelor,23667.0,3.0,Own,7400,Medical,13.85,0.31,2.0,662.0,No,1
516,25,Male,Associate,23719.0,2.0,Own,4000,Debtconsolidation,7.4,0.17,3.0,667.0,No,1
517,23,Male,High School,101575.0,1.0,Rent,22000,Debtconsolidation,11.71,0.22,4.0,586.0,No,0
518,25,Female,Master,94168.0,3.0,Rent,22000,Personal,11.48,0.23,3.0,719.0,No,1
519,25,Male,Master,99394.0,1.0,Rent,22000,Education,17.51,0.22,2.0,646.0,No,1
520,21,Male,High School,23504.0,0.0,Mortgage,3500,Debtconsolidation,14.61,0.15,3.0,646.0,No,1
521,23,Male,Bachelor,120500.0,3.0,Rent,22000,Debtconsolidation,7.88,0.18,4.0,646.0,No,0
522,23,Female,Bachelor,133195.0,1.0,Rent,22000,Personal,11.01,0.17,3.0,643.0,Yes,0
